adress,location,size:rooms,fee,features,sale_price,sold_date,value_dev,ppsqm,district
"götgatan 120, 5 tr (ingång ringvägen 111)","södermalm - skanstull, stockholms kommun",87 m²   4 rum,3 745 kr/mån,balkong&hiss,slutpris 7 350 000 kr,såld 8 september 2021,+6 %,84 483 kr/m²,sodermalm
brännkyrkagatan 38,"södermalm - mariaberget, stockholms kommun","43,3 m²   2 rum",2 190 kr/mån,null,slutpris 4 700 000 kr,såld 8 september 2021,+18 %,108 545 kr/m²,sodermalm
svartensgatan 8a,"södermalm katarina, stockholms kommun",100 m²   3 rum,3 347 kr/mån,balkong,slutpris 14 050 000 kr,såld 8 september 2021,+25 %,140 500 kr/m²,sodermalm
"bohusgatan 27a, gårdshus","södermalm - skanstull, stockholms kommun",34 m²   1 rum,2 677 kr/mån,hiss,slutpris 3 175 000 kr,såld 8 september 2021,+14 %,93 382 kr/m²,sodermalm
folkungagatan 130,"södermalm sofia, stockholms kommun","69 m²   2,5 rum",3 325 kr/mån,balkong&hiss,slutpris 7 130 000 kr,såld 8 september 2021,+10 %,103 333 kr/m²,sodermalm
gotlandsgatan 67,"södermalm - sofo, stockholms kommun",44 m²   2 rum,1 883 kr/mån,hiss,slutpris 4 025 000 kr,såld 8 september 2021,+15 %,91 477 kr/m²,sodermalm
heleneborgsgatan 8c,"södermalm högalid, stockholms kommun",40 m²   1 rum,2 119 kr/mån,hiss,slutpris 3 850 000 kr,såld 8 september 2021,+12 %,96 250 kr/m²,sodermalm
"älvsborgsgatan 3, 3 tr","södermalm, stockholms kommun",99 m²   4 rum,4 565 kr/mån,hiss,slutpris 9 100 000 kr,såld 8 september 2021,+2 %,91 919 kr/m²,sodermalm
"fatburstrappan 18, vån 9","södermalm, stockholms kommun","93,5 m²   4 rum",5 760 kr/mån,hiss,slutpris 9 115 000 kr,såld 8 september 2021,+14 %,97 487 kr/m²,sodermalm
"dalslandsgatan 7, 3 tr","katarina, stockholms kommun","37,5 m²   2 rum",1 913 kr/mån,null,slutpris 3 700 000 kr,såld 7 september 2021,+14 %,98 667 kr/m²,sodermalm
"maria prästgårdsgata 24, 2 tr","maria, stockholms kommun",37 m²   1 rum,2 083 kr/mån,balkong,slutpris 4 000 000 kr,såld 7 september 2021,+14 %,108 108 kr/m²,sodermalm
"swedenborgsgatan 15b, 6 tr","maria, stockholms kommun",59 m²   2 rum,2 073 kr/mån,balkong&hiss,slutpris 6 250 000 kr,såld 7 september 2021,+25 %,105 932 kr/m²,sodermalm
götgatan 96,"södermalm, stockholms kommun","82 m²   3,5 rum",2 001 kr/mån,balkong&hiss,slutpris 7 950 000 kr,såld 7 september 2021,96 951 kr/m²,,sodermalm
högbergsgatan 67,"mariatorget, stockholms kommun",29 m²   1 rum,326 kr/mån,hiss,slutpris 3 400 000 kr,såld 7 september 2021,+17 %,117 241 kr/m²,sodermalm
skaraborgsgatan 6a,"södermalm, stockholms kommun","71 m²   2,5 rum",4 816 kr/mån,hiss,slutpris 9 200 000 kr,såld 7 september 2021,+45 %,129 577 kr/m²,sodermalm
"hornsgatan 90, 4 tr","södermalm, stockholms kommun",27 m²   1 rum,565 kr/mån,hiss,slutpris 3 000 000 kr,såld 7 september 2021,+11 %,111 111 kr/m²,sodermalm
"kocksgatan 55, högst upp","södermalm - nytorget, stockholms kommun",37 m²   2 rum,1 688 kr/mån,balkong,slutpris 4 400 000 kr,såld 7 september 2021,+19 %,118 919 kr/m²,sodermalm
fatburs brunnsgata 27,"södermalm, stockholms kommun","83,5 m²   3 rum",5 240 kr/mån,hiss,slutpris 6 000 000 kr,såld 7 september 2021,+4 %,71 856 kr/m²,sodermalm
södermannagatan 34,"södermalm - nytorget, stockholms kommun",58 m²   2 rum,3 349 kr/mån,hiss,slutpris 6 050 000 kr,såld 7 september 2021,+17 %,104 310 kr/m²,sodermalm
ludvigsbergsgatan 37,"södermalm, stockholms kommun","34 m²   1,5 rum",1 038 kr/mån,uteplats,slutpris 3 400 000 kr,såld 7 september 2021,+17 %,100 000 kr/m²,sodermalm
klippgatan 14,"södermalm, stockholms kommun",28 m²   1 rum,1 450 kr/mån,null,slutpris 3 025 000 kr,såld 7 september 2021,+21 %,108 036 kr/m²,sodermalm
brännkyrkagatan 93,"södermalm högalid, stockholms kommun",78 m²   3 rum,2 931 kr/mån,hiss,slutpris 8 500 000 kr,såld 7 september 2021,+22 %,108 974 kr/m²,sodermalm
"skånegatan 79, 3 tr","sofo, stockholms kommun","69 m²   2,5 rum",1 205 kr/mån,balkong&hiss,slutpris 8 200 000 kr,såld 7 september 2021,+26 %,118 841 kr/m²,sodermalm
ljustergränd 5,"södermalm sofia, stockholms kommun",69 m²   2 rum,2 896 kr/mån,balkong&hiss,slutpris 6 500 000 kr,såld 7 september 2021,+9 %,94 203 kr/m²,sodermalm
reimersholmsgatan 79,"reimersholme, stockholms kommun",70 m²   2 rum,4 698 kr/mån,null,slutpris 6 610 000 kr,såld 7 september 2021,+32 %,94 429 kr/m²,sodermalm
vindragarvägen 10,"reimersholme, stockholms kommun","62,5 m²   2 rum",3 168 kr/mån,balkong&hiss,slutpris 4 545 000 kr,såld 6 september 2021,+1 %,72 720 kr/m²,sodermalm
fatbursgatan 33,"maria, stockholms kommun",41 m²   2 rum,2 779 kr/mån,null,slutpris 4 030 000 kr,såld 6 september 2021,null,98 293 kr/m²,sodermalm
samaritgränd 1,"södermalm - mariatorget, stockholms kommun",26 m²   1 rum,1 249 kr/mån,hiss,slutpris 2 550 000 kr,såld 6 september 2021,-1 %,98 077 kr/m²,sodermalm
"brännkyrkagatan 52, 4 tr","södermalm, stockholms kommun",92 m²   3 rum,4 821 kr/mån,balkong&hiss,slutpris 10 500 000 kr,såld 6 september 2021,+17 %,114 130 kr/m²,sodermalm
bondegatan 80,"södermalm, stockholms kommun",51 m²   2 rum,3 195 kr/mån,hiss,slutpris 4 350 000 kr,såld 6 september 2021,+18 %,85 294 kr/m²,sodermalm
bastugatan 17,"mariaberget, stockholms kommun",53 m²   2 rum,2 159 kr/mån,hiss,slutpris 5 400 000 kr,såld 6 september 2021,+13 %,101 887 kr/m²,sodermalm
"kocksgatan 20, ög","södermalm, stockholms kommun",87 m²   3 rum,3 594 kr/mån,balkong,slutpris 9 000 000 kr,såld 6 september 2021,+13 %,103 448 kr/m²,sodermalm
brännkyrkagatan 46,"södermalm, stockholms kommun",49 m²   2 rum,3 033 kr/mån,balkong&hiss,slutpris 5 100 000 kr,såld 5 september 2021,+19 %,104 082 kr/m²,sodermalm
"folkungagatan 160, 6 tr","södermalm - sofia, stockholms kommun",77 m²   3 rum,5 147 kr/mån,balkong&hiss,slutpris 7 000 000 kr,såld 5 september 2021,+13 %,90 909 kr/m²,sodermalm
"varvsgatan 6, 1tr","södermalm - hornstull, stockholms kommun",55 m²   2 rum,2 287 kr/mån,balkong&hiss,slutpris 6 000 000 kr,såld 4 september 2021,+24 %,109 091 kr/m²,sodermalm
drakenbergsgatan 8 / hornsgatan 107,"södermalm, stockholms kommun",64 m²   2 rum,2 660 kr/mån,balkong&hiss,slutpris 4 900 000 kr,såld 3 september 2021,+4 %,76 563 kr/m²,sodermalm
"södermannagatan 50a, 5 tr","södermalm - nytorget, stockholms kommun","51,2 m²   2 rum",3 045 kr/mån,balkong&hiss,slutpris 6 300 000 kr,såld 3 september 2021,+30 %,123 047 kr/m²,sodermalm
åsögatan 175,"södermalm, stockholms kommun",77 m²   3 rum,4 231 kr/mån,balkong&hiss,slutpris 8 600 000 kr,såld 3 september 2021,111 688 kr/m²,,sodermalm
ringvägen 129b,"södermalm, stockholms kommun",41 m²   2 rum,1 489 kr/mån,balkong&hiss,slutpris 4 700 000 kr,såld 3 september 2021,+21 %,114 634 kr/m²,sodermalm
"reimersholmsgatan 53, 6 tr","södermalm - reimersholme, stockholms kommun",109 m²   4 rum,7 026 kr/mån,balkong&hiss,slutpris 10 500 000 kr,såld 3 september 2021,+8 %,96 330 kr/m²,sodermalm
"reimersholmsgatan 34, 1 tr","södermalm/reimersholme, stockholms kommun",139 m²   5 rum,7 713 kr/mån,balkong,slutpris 15 525 000 kr,såld 3 september 2021,+13 %,111 691 kr/m²,sodermalm
bondegatan 6,"södermalm, stockholms kommun",93 m²   3 rum,5 100 kr/mån,hiss,slutpris 9 000 000 kr,såld 3 september 2021,+1 %,96 774 kr/m²,sodermalm
högalidsgatan 40a,"hornstull, stockholms kommun",19 m²   1 rum,934 kr/mån,hiss,slutpris 2 400 000 kr,såld 3 september 2021,+17 %,126 316 kr/m²,sodermalm
"bondegatan 46, 2tr","södermalm, stockholms kommun",21 m²   1 rum,1 343 kr/mån,balkong&hiss,slutpris 2 720 000 kr,såld 3 september 2021,+14 %,129 524 kr/m²,sodermalm
lundagatan 36 f,"södermalm / högalid, stockholms kommun",22 m²   1 rum,1 266 kr/mån,hiss,slutpris 2 630 000 kr,såld 3 september 2021,+22 %,119 545 kr/m²,sodermalm
vindragarvägen 12,"reimersholme, stockholms kommun","62,5 m²   3 rum",3 630 kr/mån,hiss,slutpris 6 400 000 kr,såld 2 september 2021,null,102 400 kr/m²,sodermalm
"tjustgatan 5, 5 tr","katarina, stockholms kommun",57 m²   2 rum,2 255 kr/mån,balkong&hiss,slutpris 5 850 000 kr,såld 2 september 2021,+17 %,102 632 kr/m²,sodermalm
fatbursgatan 33,"maria, stockholms kommun",41 m²   2 rum,2 779 kr/mån,null,slutpris 4 130 000 kr,såld 2 september 2021,+12 %,100 732 kr/m²,sodermalm
tjustgatan 4,"södermalm katarina, stockholms kommun",32 m²   2 rum,2 791 kr/mån,balkong&hiss,slutpris 3 250 000 kr,såld 2 september 2021,+12 %,101 563 kr/m²,sodermalm
högbergsgatan 62e,"södermalm - mariatorget, stockholms kommun",147 m²   5 rum,6 022 kr/mån,balkong&hiss,slutpris 17 200 000 kr,såld 2 september 2021,-2 %,117 007 kr/m²,sodermalm
lundagatan 33,"södermalm, stockholms kommun","82,5 m²   3 rum",2 845 kr/mån,null,slutpris 7 500 000 kr,såld 2 september 2021,+7 %,90 909 kr/m²,sodermalm
folkungagatan 84,"södermalm, stockholms kommun",77 m²   3 rum,3 061 kr/mån,hiss,slutpris 8 550 000 kr,såld 2 september 2021,+27 %,111 039 kr/m²,sodermalm
"ölandsgatan 44, 1,5 tr","södermalm, stockholms kommun",25 m²   1 rum,1 442 kr/mån,hiss,slutpris 2 900 000 kr,såld 2 september 2021,+18 %,116 000 kr/m²,sodermalm
"bergsunds strand 5, 6 tr","södermalm, stockholms kommun",61 m²   2 rum,3 781 kr/mån,balkong&hiss,slutpris 6 700 000 kr,såld 2 september 2021,+12 %,109 836 kr/m²,sodermalm
"kristinehovsgatan 5a, 2 tr","södermalm, stockholms kommun","30 m²   1,5 rum",2 050 kr/mån,balkong&hiss,slutpris 3 270 000 kr,såld 2 september 2021,+26 %,109 000 kr/m²,sodermalm
"tantogatan 71, 8 tr","södermalm, stockholms kommun","159,5 m²   5 rum",7 169 kr/mån,balkong&hiss,slutpris 13 850 000 kr,såld 2 september 2021,+28 %,86 834 kr/m²,sodermalm
bondegatan 80,"södermalm - sofia, stockholms kommun",38 m²   2 rum,2 476 kr/mån,hiss,slutpris 3 850 000 kr,såld 2 september 2021,+19 %,101 316 kr/m²,sodermalm
"gotlandsgatan 76b, 5 tr","södermalm - nytorget, stockholms kommun","60,5 m²   2 rum",2 175 kr/mån,balkong&hiss,slutpris 6 460 000 kr,såld 2 september 2021,+12 %,106 777 kr/m²,sodermalm
åsögatan 166,"södermalm - sofia, stockholms kommun",114 m²   3 rum,3 977 kr/mån,balkong&hiss,slutpris 15 025 000 kr,såld 2 september 2021,+37 %,131 798 kr/m²,sodermalm
"brännkyrkagatan 83, 6 tr","södermalm, stockholms kommun",150 m²   4 rum,8 039 kr/mån,nyproduktion,slutpris 20 100 000 kr,såld 2 september 2021,+12 %,134 000 kr/m²,sodermalm
"hornsgatan 94, 6tr","mariatorget, stockholms kommun",55 m²   2 rum,2 948 kr/mån,balkong&hiss,slutpris 6 025 000 kr,såld 2 september 2021,+21 %,109 545 kr/m²,sodermalm
"bergsundsgatan 14, 3 tr","hornstull, stockholms kommun",37 m²   2 rum,3 014 kr/mån,balkong&hiss,slutpris 3 550 000 kr,såld 1 september 2021,+15 %,95 946 kr/m²,sodermalm
bergsundsgatan 23,"högalid, stockholms kommun","60 m²   2,5 rum",2 923 kr/mån,hiss,slutpris 6 200 000 kr,såld 1 september 2021,+18 %,103 333 kr/m²,sodermalm
heleneborgsgatan 3,"hornstull, stockholms kommun",56 m²   2 rum,2 525 kr/mån,balkong&hiss,slutpris 6 020 000 kr,såld 1 september 2021,+15 %,107 500 kr/m²,sodermalm
magnus ladulåsgatan 29,"maria, stockholms kommun","52 m²   2,5 rum",2 412 kr/mån,hiss,slutpris 4 075 000 kr,såld 1 september 2021,-1 %,78 365 kr/m²,sodermalm
"borgargatan 18, 2 tr","hornstull, stockholms kommun",26 m²   2 rum,1 483 kr/mån,hiss,slutpris 2 750 000 kr,såld 1 september 2021,+10 %,105 769 kr/m²,sodermalm
krukmakargatan 27,"högalid, stockholms kommun","49 m²   1,5 rum",2 830 kr/mån,hiss,slutpris 4 500 000 kr,såld 1 september 2021,+16 %,91 837 kr/m²,sodermalm
"ploggatan 16, 3 tr","södermalm, stockholms kommun",45 m²   2 rum,2 299 kr/mån,balkong,slutpris 5 150 000 kr,såld 1 september 2021,+24 %,114 444 kr/m²,sodermalm
"brännkyrkagatan 66, 5 tr","maria, stockholms kommun",65 m²   2 rum,2 389 kr/mån,balkong&hiss,slutpris 5 730 000 kr,såld 1 september 2021,+15 %,88 154 kr/m²,sodermalm
tengdahlsgatan 37,"södermalm, stockholms kommun",62 m²   2 rum,4 121 kr/mån,balkong&hiss,slutpris 5 320 000 kr,såld 1 september 2021,+19 %,85 806 kr/m²,sodermalm
ringvägen 41a,"södermalm, stockholms kommun",52 m²   2 rum,2 416 kr/mån,balkong&hiss,slutpris 4 225 000 kr,såld 1 september 2021,+11 %,81 250 kr/m²,sodermalm
"bjurholmsgatan 12, 2 tr","södermalm - nytorget, stockholms kommun","55,5 m²   2 rum",0 kr/mån,balkong&hiss,slutpris 5 600 000 kr,såld 1 september 2021,+18 %,100 901 kr/m²,sodermalm
folkungagatan 84,"södermalm, stockholms kommun",61 m²   2 rum,2 425 kr/mån,hiss,slutpris 6 125 000 kr,såld 1 september 2021,+23 %,100 410 kr/m²,sodermalm
"götgatan 130 5tr, ög","södermalm katarina, stockholms kommun",96 m²   4 rum,4 080 kr/mån,balkong&hiss,slutpris 8 100 000 kr,såld 1 september 2021,+5 %,84 375 kr/m²,sodermalm
erstagatan 21,"södermalm sofia, stockholms kommun",46 m²   2 rum,1 700 kr/mån,hiss,slutpris 4 400 000 kr,såld 1 september 2021,+16 %,95 652 kr/m²,sodermalm
wollmar yxkullsgatan 38,"södermalm, stockholms kommun",60 m²   3 rum,2 235 kr/mån,hiss,slutpris 5 815 000 kr,såld 1 september 2021,+16 %,96 917 kr/m²,sodermalm
"grindsgatan 29, 4 tr","södermalm, stockholms kommun","41 m²   1,5 rum",1 938 kr/mån,hiss,slutpris 3 650 000 kr,såld 1 september 2021,+22 %,89 024 kr/m²,sodermalm
brännkyrkagatan 45,"södermalm, stockholms kommun","89 m²   3,5 rum",4 161 kr/mån,balkong&hiss,slutpris 10 700 000 kr,såld 1 september 2021,+43 %,120 225 kr/m²,sodermalm
"lundagatan 39, 3 tr","södermalm högalid, stockholms kommun",83 m²   3 rum,5 261 kr/mån,balkong&hiss,slutpris 9 275 000 kr,såld 1 september 2021,+19 %,111 747 kr/m²,sodermalm
"vintertullstorget 52, 1tr","katarina/sofia, stockholms kommun",87 m²   3 rum,4 772 kr/mån,balkong&hiss,slutpris 6 600 000 kr,såld 1 september 2021,+10 %,75 862 kr/m²,sodermalm
"marmorgatan 11, 16tr","södermalm, stockholms kommun",29 m²   1 rum,2 300 kr/mån,hiss,slutpris 2 760 000 kr,såld 1 september 2021,+3 %,95 172 kr/m²,sodermalm
"möregatan 7. 0,5 tr","södermalm, stockholms kommun","28 m²   1,5 rum",2 285 kr/mån,hiss,slutpris 2 840 000 kr,såld 1 september 2021,+14 %,101 429 kr/m²,sodermalm
"malmgårdsvägen 10, lgh 1301","södermalm, stockholms kommun",25 m²   1 rum,1 440 kr/mån,hiss,slutpris 2 427 536 kr,såld 1 september 2021,+11 %,97 101 kr/m²,sodermalm
"malmgårdsvägen 10, lgh 1302","södermalm, stockholms kommun",44 m²   2 rum,2 534 kr/mån,hiss,slutpris 4 272 464 kr,såld 1 september 2021,+22 %,97 101 kr/m²,sodermalm
katarina bangata 67b,"södermalm, stockholms kommun",28 m²   1 rum,1 578 kr/mån,null,slutpris 2 650 000 kr,såld 1 september 2021,±0 %,94 643 kr/m²,sodermalm
"flintbacken 14, 7 tr","södermalm - tanto, stockholms kommun","94,5 m²   4 rum",4 133 kr/mån,balkong&hiss,slutpris 9 225 000 kr,såld 1 september 2021,+13 %,97 619 kr/m²,sodermalm
"ludvigsbergsgatan 35, 5 tr","södermalm - maria, stockholms kommun",81 m²   3 rum,2 464 kr/mån,null,slutpris 8 510 000 kr,såld 1 september 2021,+10 %,105 062 kr/m²,sodermalm
"hornstulls strand 13 / liljeholmsbron 10, 4tr","södermalm - hornstull, stockholms kommun",45 m²   2 rum,2 499 kr/mån,hiss,slutpris 4 200 000 kr,såld 1 september 2021,+17 %,93 333 kr/m²,sodermalm
lundagatan 36f,"hornstull, stockholms kommun","29,5 m²   1 rum",1 525 kr/mån,null,slutpris 2 950 000 kr,såld 31 augusti 2021,+14 %,100 000 kr/m²,sodermalm
"vindragarvägen 2, 6 tr","reimersholme, stockholms kommun",45 m²   2 rum,2 646 kr/mån,hiss,slutpris 4 270 000 kr,såld 31 augusti 2021,+16 %,94 889 kr/m²,sodermalm
"helgalunden 17, 1 1 / 2 tr","katarina, stockholms kommun",36 m²   1 rum,2 073 kr/mån,null,slutpris 3 820 000 kr,såld 31 augusti 2021,+28 %,106 111 kr/m²,sodermalm
"lundagatan 36e, 3 tr","södermalm, stockholms kommun",38 m²   2 rum,1 954 kr/mån,hiss,slutpris 3 900 000 kr,såld 31 augusti 2021,+22 %,102 632 kr/m²,sodermalm
"blekingegatan 20, 4 tr","södermalm, stockholms kommun",33 m²   2 rum,1 531 kr/mån,hiss,slutpris 3 480 000 kr,såld 31 augusti 2021,+18 %,105 455 kr/m²,sodermalm
tegelviksgatan 34,"södermalm sofia, stockholms kommun","74,5 m²   3 rum",4 729 kr/mån,hiss,slutpris 7 320 000 kr,såld 31 augusti 2021,+33 %,98 255 kr/m²,sodermalm
lundagatan 37,"södermalm, stockholms kommun",58 m²   2 rum,3 426 kr/mån,balkong,slutpris 6 800 000 kr,såld 31 augusti 2021,+23 %,117 241 kr/m²,sodermalm
"trålgränd 2, 3 tr","södermalm, stockholms kommun","89 m²   3,5 rum",3 392 kr/mån,balkong&hiss,slutpris 7 400 000 kr,såld 31 augusti 2021,+15 %,83 146 kr/m²,sodermalm
ringvägen 9a,"södermalm - skinnarviksberget, stockholms kommun",74 m²   3 rum,2 471 kr/mån,balkong&hiss,slutpris 7 550 000 kr,såld 31 augusti 2021,+21 %,102 027 kr/m²,sodermalm
"verkstadsgatan 9, möjlig 3:a!","stockholm, stockholms kommun",62 m²   2 rum,3 011 kr/mån,balkong&hiss,slutpris 6 700 000 kr,såld 31 augusti 2021,+7 %,108 065 kr/m²,sodermalm
"östgötagatan 53, 5tr","södermalm, stockholms kommun",45 m²   2 rum,1 129 kr/mån,hiss,slutpris 4 500 000 kr,såld 31 augusti 2021,+8 %,100 000 kr/m²,sodermalm
götgatan 94,"södermalm, stockholms kommun",92 m²   3 rum,2 576 kr/mån,balkong&hiss,slutpris 7 400 000 kr,såld 31 augusti 2021,+6 %,80 435 kr/m²,sodermalm
ringvägen 123,"södermalm katarina, stockholms kommun",98 m²   3 rum,640 kr/mån,balkong&hiss,slutpris 8 720 000 kr,såld 31 augusti 2021,+10 %,88 980 kr/m²,sodermalm
helgalunden 13,"södermalm, stockholms kommun",66 m²   2 rum,3 687 kr/mån,balkong,slutpris 7 050 000 kr,såld 31 augusti 2021,+19 %,106 818 kr/m²,sodermalm
katarina bangata 59c,"södermalm, stockholms kommun",26 m²   1 rum,1 696 kr/mån,balkong&hiss,slutpris 3 000 000 kr,såld 31 augusti 2021,+20 %,115 385 kr/m²,sodermalm
anders reimers väg 8,"södermalm, stockholms kommun",46 m²   2 rum,2 579 kr/mån,balkong,slutpris 4 275 000 kr,såld 31 augusti 2021,+11 %,92 935 kr/m²,sodermalm
björngårdsgatan 16a,"södermalm maria, stockholms kommun",89 m²   3 rum,3 973 kr/mån,balkong,slutpris 11 400 000 kr,såld 30 augusti 2021,+27 %,128 090 kr/m²,sodermalm
krukmakargatan 50,"södermalm högalid, stockholms kommun",107 m²   3 rum,4 014 kr/mån,hiss,slutpris 8 500 000 kr,såld 30 augusti 2021,-3 %,79 439 kr/m²,sodermalm
metargatan 5,"södermalm - sofia, stockholms kommun",32 m²   1 rum,1 880 kr/mån,null,slutpris 3 400 000 kr,såld 30 augusti 2021,+30 %,106 250 kr/m²,sodermalm
"södermannagatan 21, vindslägenhet","södermalm sofia, stockholms kommun",66 + 9 m²   2 rum,3 200 kr/mån,balkong&hiss,slutpris 9 100 000 kr,såld 29 augusti 2021,137 879 kr/m²,,sodermalm
östgötagatan 33,"södermalm, stockholms kommun",55 m²   2 rum,1 723 kr/mån,null,slutpris 5 300 000 kr,såld 29 augusti 2021,+8 %,96 364 kr/m²,sodermalm
"flintbacken 8, 6 tr","södermalm - tanto, stockholms kommun","80,5 m²   3 rum",3 565 kr/mån,null,slutpris 7 000 000 kr,såld 29 augusti 2021,±0 %,86 957 kr/m²,sodermalm
heleneborgsgatan 8b,"hornstull - högalid, stockholms kommun",36 m²   1 rum,2 244 kr/mån,hiss,slutpris 3 800 000 kr,såld 28 augusti 2021,null,105 556 kr/m²,sodermalm
kapellgränd 6,"södermalm, stockholms kommun",26 m²   1 rum,908 kr/mån,null,slutpris 3 000 000 kr,såld 28 augusti 2021,+16 %,115 385 kr/m²,sodermalm
högalidsgatan 46 a,"södermalm, stockholms kommun",68 m²   2 rum,3 222 kr/mån,balkong&hiss,slutpris 6 900 000 kr,såld 28 augusti 2021,+16 %,101 471 kr/m²,sodermalm
"högalidsgatan 40d , 3 tr","högalid, stockholms kommun",33 m²   1 rum,1 585 kr/mån,balkong&hiss,slutpris 3 700 000 kr,såld 27 augusti 2021,+16 %,112 121 kr/m²,sodermalm
"vickergatan 15, 2 tr","katarina, stockholms kommun","35,5 m²   2 rum",2 038 kr/mån,null,slutpris 3 545 000 kr,såld 27 augusti 2021,null,99 859 kr/m²,sodermalm
björngårdsgatan 7,"maria, stockholms kommun",48 m²   2 rum,2 183 kr/mån,balkong&hiss,slutpris 4 700 000 kr,såld 27 augusti 2021,+5 %,97 917 kr/m²,sodermalm
"åsögatan 165 a, 4 tr","sofia, stockholms kommun",37 m²   2 rum,2 034 kr/mån,null,slutpris 3 950 000 kr,såld 27 augusti 2021,+16 %,106 757 kr/m²,sodermalm
"fatburs kvarngata 1, 4 tr","södermalm - södra station, stockholms kommun",114 m²   4 rum,7 240 kr/mån,balkong&hiss,slutpris 7 900 000 kr,såld 27 augusti 2021,±0 %,69 298 kr/m²,sodermalm
bellmansgatan 26,"södermalm - maria, stockholms kommun",63 m²   2 rum,1 103 kr/mån,balkong&hiss,slutpris 6 750 000 kr,såld 27 augusti 2021,+14 %,107 143 kr/m²,sodermalm
lundagatan 36a,"södermalm, stockholms kommun",30 m²   1 rum,1 610 kr/mån,hiss,slutpris 3 100 000 kr,såld 27 augusti 2021,+17 %,103 333 kr/m²,sodermalm
"bergsundsgatan 13, bv","södermalm, stockholms kommun","21,5 m²   1 rum",1 212 kr/mån,hiss,slutpris 2 500 000 kr,såld 27 augusti 2021,+16 %,116 279 kr/m²,sodermalm
"bohusgatan 53, 6tr","södermalm sofia, stockholms kommun",87 m²   3 rum,4 253 kr/mån,balkong&hiss,slutpris 8 150 000 kr,såld 27 augusti 2021,+9 %,93 678 kr/m²,sodermalm
grindsgatan 29,"södermalm - skanstull, stockholms kommun",23 m²   1 rum,1 093 kr/mån,hiss,slutpris 2 550 000 kr,såld 27 augusti 2021,±0 %,110 870 kr/m²,sodermalm
"älvsborgsgatan 3, 2tr","södermalm, stockholms kommun",106 m²   4 rum,4 927 kr/mån,balkong&hiss,slutpris 10 150 000 kr,såld 27 augusti 2021,+13 %,95 755 kr/m²,sodermalm
